city,date,year,month,daily_max_uv,daily_avg_uv,latitude,longitude,uv_level
Melbourne,2018-01-01,2018,1,10.64,2.8434583333333334,-37.73,145.1,Very High
Melbourne,2018-01-02,2018,1,11.15,2.368659722222222,-37.73,145.1,Extreme
Melbourne,2018-01-03,2018,1,11.74,2.3491713091922004,-37.73,145.1,Extreme
Melbourne,2018-01-04,2018,1,11.27,2.950257301808067,-37.73,145.1,Extreme
Melbourne,2018-01-05,2018,1,11.47,3.076418636995828,-37.73,145.1,Extreme
Melbourne,2018-01-06,2018,1,11.58,3.1295486111111113,-37.73,145.1,Extreme
Melbourne,2018-01-07,2018,1,10.7,1.6618958333333333,-37.73,145.1,Very High
Melbourne,2018-01-08,2018,1,11.8,1.8298887343532686,-37.73,145.1,Extreme
Melbourne,2018-01-09,2018,1,11.5,2.5037717466945026,-37.73,145.1,Extreme
Melbourne,2018-01-10,2018,1,11.98,2.3157580071174375,-37.73,145.1,Extreme
Melbourne,2018-01-11,2018,1,11.58,2.667923611111111,-37.73,145.1,Extreme
Melbourne,2018-01-12,2018,1,3.65,0.48275766016713095,-37.73,145.1,Moderate
Melbourne,2018-01-13,2018,1,8.55,1.038062234794908,-37.73,145.1,Very High
Melbourne,2018-01-14,2018,1,13.05,2.467924791086351,-37.73,145.1,Extreme
Melbourne,2018-01-15,2018,1,12.81,1.7520639332870047,-37.73,145.1,Extreme
Melbourne,2018-01-16,2018,1,10.89,2.9220389700765486,-37.73,145.1,Very High
Melbourne,2018-01-17,2018,1,11.53,3.018649965205289,-37.73,145.1,Extreme
Melbourne,2018-01-18,2018,1,11.39,3.0243611111111113,-37.73,145.1,Extreme
Melbourne,2018-01-19,2018,1,11.11,2.9289367616400277,-37.73,145.1,Extreme
Melbourne,2018-01-20,2018,1,9.93,2.0907638888888886,-37.73,145.1,Very High
Melbourne,2018-01-21,2018,1,10.52,1.3275902777777777,-37.73,145.1,Very High
Melbourne,2018-01-22,2018,1,10.26,2.6321319444444446,-37.73,145.1,Very High
Melbourne,2018-01-23,2018,1,10.21,2.5767291666666665,-37.73,145.1,Very High
Melbourne,2018-01-24,2018,1,10.13,2.477034722222222,-37.73,145.1,Very High
Melbourne,2018-01-25,2018,1,10.01,2.532967338429465,-37.73,145.1,Very High
Melbourne,2018-01-26,2018,1,10.51,2.1620833333333334,-37.73,145.1,Very High
Melbourne,2018-01-27,2018,1,10.76,2.5957708333333334,-37.73,145.1,Very High
Melbourne,2018-01-28,2018,1,10.69,2.7971319444444442,-37.73,145.1,Very High
Melbourne,2018-01-29,2018,1,10.61,1.4446041666666667,-37.73,145.1,Very High
Melbourne,2018-01-30,2018,1,11.33,1.4215208333333333,-37.73,145.1,Extreme
Melbourne,2018-01-31,2018,1,11.68,1.6804375,-37.73,145.1,Extreme
Melbourne,2018-02-01,2018,2,10.08,2.584840277777778,-37.73,145.1,Very High
Melbourne,2018-02-02,2018,2,9.92,2.5049236111111113,-37.73,145.1,Very High
Melbourne,2018-02-03,2018,2,10.29,2.347347222222222,-37.73,145.1,Very High
Melbourne,2018-02-04,2018,2,10.26,2.6741319444444445,-37.73,145.1,Very High
Melbourne,2018-02-05,2018,2,10.95,2.366808066759388,-37.73,145.1,Very High
Melbourne,2018-02-06,2018,2,9.66,2.474479166666667,-37.73,145.1,Very High
Melbourne,2018-02-07,2018,2,9.74,2.4729444444444444,-37.73,145.1,Very High
Melbourne,2018-02-08,2018,2,11.02,1.8657291666666667,-37.73,145.1,Extreme
Melbourne,2018-02-09,2018,2,10.66,1.6293125,-37.73,145.1,Very High
Melbourne,2018-02-10,2018,2,4.02,0.7292361111111111,-37.73,145.1,Moderate
Melbourne,2018-02-11,2018,2,10.58,1.7053611111111109,-37.73,145.1,Very High
Melbourne,2018-02-12,2018,2,10.5,1.8964965034965033,-37.73,145.1,Very High
Melbourne,2018-02-13,2018,2,9.78,2.26266713091922,-37.73,145.1,Very High
Melbourne,2018-02-14,2018,2,9.4,2.0847977684797767,-37.73,145.1,Very High
Melbourne,2018-02-15,2018,2,9.84,1.7123055555555555,-37.73,145.1,Very High
Melbourne,2018-02-16,2018,2,9.04,2.0499027102154272,-37.73,145.1,Very High
Melbourne,2018-02-17,2018,2,9.63,2.1343910925539316,-37.73,145.1,Very High
Melbourne,2018-02-18,2018,2,10.35,1.9242083333333335,-37.73,145.1,Very High
Melbourne,2018-02-19,2018,2,10.09,2.0561153578874216,-37.73,145.1,Very High
Melbourne,2018-02-20,2018,2,9.46,2.363224233983287,-37.73,145.1,Very High
Melbourne,2018-02-21,2018,2,9.17,1.5913430758524703,-37.73,145.1,Very High
Melbourne,2018-02-22,2018,2,10.43,1.8335073068893528,-37.73,145.1,Very High
Melbourne,2018-02-23,2018,2,8.77,1.3628402777777777,-37.73,145.1,Very High
Melbourne,2018-02-24,2018,2,7.52,0.7649687282835302,-37.73,145.1,High
Melbourne,2018-02-25,2018,2,8.46,1.2856150104239055,-37.73,145.1,Very High
Melbourne,2018-02-26,2018,2,8.96,2.2076944444444444,-37.73,145.1,Very High
Melbourne,2018-02-27,2018,2,8.9,2.2075874125874124,-37.73,145.1,Very High
Melbourne,2018-02-28,2018,2,8.27,1.8896648044692737,-37.73,145.1,Very High
Melbourne,2018-03-01,2018,3,9.69,1.3180625,-37.73,145.1,Very High
Melbourne,2018-03-02,2018,3,8.98,1.6784791666666667,-37.73,145.1,Very High
Melbourne,2018-03-03,2018,3,8.48,1.9998472222222223,-37.73,145.1,Very High
Melbourne,2018-03-04,2018,3,8.86,1.6454861111111112,-37.73,145.1,Very High
Melbourne,2018-03-05,2018,3,8.49,1.1802432244614314,-37.73,145.1,Very High
Melbourne,2018-03-06,2018,3,8.29,2.001201388888889,-37.73,145.1,Very High
Melbourne,2018-03-07,2018,3,8.14,1.9596458333333333,-37.73,145.1,Very High
Melbourne,2018-03-08,2018,3,7.84,1.8856666666666668,-37.73,145.1,High
Melbourne,2018-03-09,2018,3,7.72,1.860111111111111,-37.73,145.1,High
Melbourne,2018-03-10,2018,3,7.76,1.8544405837387075,-37.73,145.1,High
Melbourne,2018-03-11,2018,3,8.39,1.5305,-37.73,145.1,Very High
Melbourne,2018-03-12,2018,3,8.07,0.9430625,-37.73,145.1,Very High
Melbourne,2018-03-13,2018,3,8.18,1.3224444444444443,-37.73,145.1,Very High
Melbourne,2018-03-14,2018,3,7.4,1.5850208333333333,-37.73,145.1,High
Melbourne,2018-03-15,2018,3,6.72,1.0783402777777777,-37.73,145.1,High
Melbourne,2018-03-16,2018,3,8.02,1.3301666666666667,-37.73,145.1,Very High
Melbourne,2018-03-17,2018,3,7.82,1.3198472222222222,-37.73,145.1,High
Melbourne,2018-03-18,2018,3,6.85,1.2010833333333333,-37.73,145.1,High
Melbourne,2018-03-19,2018,3,6.81,1.5373208072373,-37.73,145.1,High
Melbourne,2018-03-20,2018,3,4.9,0.7214236111111111,-37.73,145.1,Moderate
Melbourne,2018-03-21,2018,3,6.82,1.5029395413481585,-37.73,145.1,High
Melbourne,2018-03-22,2018,3,6.71,1.5460486111111111,-37.73,145.1,High
Melbourne,2018-03-23,2018,3,6.54,1.5180069444444444,-37.73,145.1,High
Melbourne,2018-03-24,2018,3,4.3,0.43772222222222223,-37.73,145.1,Moderate
Melbourne,2018-03-25,2018,3,6.54,1.0785902777777778,-37.73,145.1,High
Melbourne,2018-03-26,2018,3,6.49,0.7544791666666667,-37.73,145.1,High
Melbourne,2018-03-27,2018,3,6.27,1.1641180555555555,-37.73,145.1,High
Melbourne,2018-03-28,2018,3,6.29,1.4311250000000002,-37.73,145.1,High
Melbourne,2018-03-29,2018,3,6.08,1.2275694444444445,-37.73,145.1,High
Melbourne,2018-03-30,2018,3,6.45,1.1051527777777779,-37.73,145.1,High
Melbourne,2018-03-31,2018,3,5.98,1.3589652777777779,-37.73,145.1,Moderate
Melbourne,2018-04-01,2018,4,6.66,0.9802430555555556,-37.73,145.1,High
Melbourne,2018-04-02,2018,4,6.37,1.0982777777777777,-37.73,145.1,High
Melbourne,2018-04-03,2018,4,5.79,0.9582916666666667,-37.73,145.1,Moderate
Melbourne,2018-04-04,2018,4,5.25,1.1827708333333333,-37.73,145.1,Moderate
Melbourne,2018-04-05,2018,4,4.93,0.711486111111111,-37.73,145.1,Moderate
Melbourne,2018-04-06,2018,4,5.63,1.0296041666666667,-37.73,145.1,Moderate
Melbourne,2018-04-07,2018,4,5.18,1.1441944444444445,-37.73,145.1,Moderate
Melbourne,2018-04-08,2018,4,5.21,1.0895416666666666,-37.73,145.1,Moderate
Melbourne,2018-04-09,2018,4,5.08,1.056340277777778,-37.73,145.1,Moderate
Melbourne,2018-04-10,2018,4,5.67,0.5404027777777778,-37.73,145.1,Moderate
Melbourne,2018-04-11,2018,4,4.72,0.886201388888889,-37.73,145.1,Moderate
Melbourne,2018-04-12,2018,4,4.51,0.5273333333333333,-37.73,145.1,Moderate
Melbourne,2018-04-13,2018,4,4.43,0.9733055555555555,-37.73,145.1,Moderate
Melbourne,2018-04-14,2018,4,3.01,0.3026111111111111,-37.73,145.1,Moderate
Melbourne,2018-04-15,2018,4,2.93,0.3790972222222222,-37.73,145.1,Low
Melbourne,2018-04-16,2018,4,5.06,0.5605416666666666,-37.73,145.1,Moderate
Melbourne,2018-04-17,2018,4,4.89,0.7283450210378681,-37.73,145.1,Moderate
Melbourne,2018-04-18,2018,4,4.26,0.9161805555555556,-37.73,145.1,Moderate
Melbourne,2018-04-19,2018,4,4.02,0.7461944444444444,-37.73,145.1,Moderate
Melbourne,2018-04-20,2018,4,3.95,0.8365069444444444,-37.73,145.1,Moderate
Melbourne,2018-04-21,2018,4,3.9,0.7301805555555556,-37.73,145.1,Moderate
Melbourne,2018-04-22,2018,4,3.84,0.7942708333333334,-37.73,145.1,Moderate
Melbourne,2018-04-23,2018,4,3.69,0.7698680555555555,-37.73,145.1,Moderate
Melbourne,2018-04-24,2018,4,2.13,0.32390277777777776,-37.73,145.1,Low
Melbourne,2018-04-25,2018,4,3.79,0.5632708333333334,-37.73,145.1,Moderate
Melbourne,2018-04-26,2018,4,4.1,0.49151388888888886,-37.73,145.1,Moderate
Melbourne,2018-04-27,2018,4,3.88,0.5794444444444444,-37.73,145.1,Moderate
Melbourne,2018-04-28,2018,4,3.4,0.6584444444444444,-37.73,145.1,Moderate
Melbourne,2018-04-29,2018,4,3.64,0.5139513888888889,-37.73,145.1,Moderate
Melbourne,2018-04-30,2018,4,3.47,0.6884791666666666,-37.73,145.1,Moderate
Melbourne,2018-05-01,2018,5,2.97,0.6002777777777778,-37.73,145.1,Low
Melbourne,2018-05-02,2018,5,2.59,0.42811805555555554,-37.73,145.1,Low
Melbourne,2018-05-03,2018,5,3.28,0.45048611111111114,-37.73,145.1,Moderate
Melbourne,2018-05-04,2018,5,3.21,0.37509027777777776,-37.73,145.1,Moderate
Melbourne,2018-05-05,2018,5,3.21,0.4165902777777778,-37.73,145.1,Moderate
Melbourne,2018-05-06,2018,5,3.26,0.6522708333333334,-37.73,145.1,Moderate
Melbourne,2018-05-07,2018,5,2.89,0.41125,-37.73,145.1,Low
Melbourne,2018-05-08,2018,5,2.86,0.44169444444444445,-37.73,145.1,Low
Melbourne,2018-05-09,2018,5,2.4,0.31275000000000003,-37.73,145.1,Low
Melbourne,2018-05-10,2018,5,2.6,0.341375,-37.73,145.1,Low
Melbourne,2018-05-11,2018,5,0.83,0.13165277777777779,-37.73,145.1,Low
Melbourne,2018-05-12,2018,5,2.41,0.36820833333333336,-37.73,145.1,Low
Melbourne,2018-05-13,2018,5,2.69,0.45943055555555556,-37.73,145.1,Low
Melbourne,2018-05-14,2018,5,2.62,0.36418749999999994,-37.73,145.1,Low
Melbourne,2018-05-15,2018,5,1.35,0.23748611111111112,-37.73,145.1,Low
Melbourne,2018-05-16,2018,5,2.5,0.34775694444444444,-37.73,145.1,Low
Melbourne,2018-05-17,2018,5,2.35,0.29200000000000004,-37.73,145.1,Low
Melbourne,2018-05-18,2018,5,2.08,0.28207638888888886,-37.73,145.1,Low
Melbourne,2018-05-19,2018,5,1.88,0.26810416666666664,-37.73,145.1,Low
Melbourne,2018-05-20,2018,5,1.11,0.11516666666666667,-37.73,145.1,Low
Melbourne,2018-05-21,2018,5,2.35,0.281875,-37.73,145.1,Low
Melbourne,2018-05-22,2018,5,0.91,0.13615972222222222,-37.73,145.1,Low
Melbourne,2018-05-23,2018,5,2.42,0.21279861111111112,-37.73,145.1,Low
Melbourne,2018-05-24,2018,5,2.14,0.24933333333333335,-37.73,145.1,Low
Melbourne,2018-05-25,2018,5,2.3,0.45787500000000003,-37.73,145.1,Low
Melbourne,2018-05-26,2018,5,2.09,0.41657638888888887,-37.73,145.1,Low
Melbourne,2018-05-27,2018,5,1.86,0.33875,-37.73,145.1,Low
Melbourne,2018-05-28,2018,5,1.49,0.2320486111111111,-37.73,145.1,Low
Melbourne,2018-05-29,2018,5,2.05,0.33971527777777777,-37.73,145.1,Low
Melbourne,2018-05-30,2018,5,2.03,0.3314246004169562,-37.73,145.1,Low
Melbourne,2018-05-31,2018,5,2.08,0.33411111111111114,-37.73,145.1,Low
Melbourne,2018-06-01,2018,6,1.91,0.37672916666666667,-37.73,145.1,Low
Melbourne,2018-06-02,2018,6,1.76,0.3494027777777778,-37.73,145.1,Low
Melbourne,2018-06-03,2018,6,1.66,0.23329166666666667,-37.73,145.1,Low
Melbourne,2018-06-04,2018,6,1.62,0.2632361111111111,-37.73,145.1,Low
Melbourne,2018-06-05,2018,6,1.73,0.31299305555555557,-37.73,145.1,Low
Melbourne,2018-06-06,2018,6,1.73,0.3455833333333333,-37.73,145.1,Low
Melbourne,2018-06-07,2018,6,1.4,0.2139375,-37.73,145.1,Low
Melbourne,2018-06-08,2018,6,0.48,0.08806944444444445,-37.73,145.1,Low
Melbourne,2018-06-09,2018,6,1.76,0.23147916666666665,-37.73,145.1,Low
Melbourne,2018-06-10,2018,6,1.71,0.33416666666666667,-37.73,145.1,Low
Melbourne,2018-06-11,2018,6,1.6,0.3106111111111111,-37.73,145.1,Low
Melbourne,2018-06-12,2018,6,1.73,0.2701388888888889,-37.73,145.1,Low
Melbourne,2018-06-13,2018,6,1.68,0.22495833333333334,-37.73,145.1,Low
Melbourne,2018-06-14,2018,6,1.76,0.2887152777777778,-37.73,145.1,Low
Melbourne,2018-06-15,2018,6,1.55,0.18055555555555555,-37.73,145.1,Low
Melbourne,2018-06-16,2018,6,1.4,0.21676388888888887,-37.73,145.1,Low
Melbourne,2018-06-17,2018,6,1.51,0.12809027777777776,-37.73,145.1,Low
Melbourne,2018-06-18,2018,6,1.51,0.2003263888888889,-37.73,145.1,Low
Melbourne,2018-06-19,2018,6,1.67,0.3042152777777778,-37.73,145.1,Low
Melbourne,2018-06-20,2018,6,1.38,0.26138194444444446,-37.73,145.1,Low
Melbourne,2018-06-21,2018,6,1.59,0.30333333333333334,-37.73,145.1,Low
Melbourne,2018-06-22,2018,6,1.66,0.2861875,-37.73,145.1,Low
Melbourne,2018-06-23,2018,6,0.82,0.11091666666666666,-37.73,145.1,Low
Melbourne,2018-06-24,2018,6,1.66,0.236,-37.73,145.1,Low
Melbourne,2018-06-25,2018,6,1.63,0.2598888888888889,-37.73,145.1,Low
Melbourne,2018-06-26,2018,6,1.91,0.309125,-37.73,145.1,Low
Melbourne,2018-06-27,2018,6,1.09,0.2136230876216968,-37.73,145.1,Low
Melbourne,2018-06-28,2018,6,1.09,0.15023611111111113,-37.73,145.1,Low
Melbourne,2018-06-29,2018,6,1.14,0.19988888888888892,-37.73,145.1,Low
Melbourne,2018-06-30,2018,6,1.68,0.1723125,-37.73,145.1,Low
Melbourne,2018-07-01,2018,7,1.5,0.2735138888888889,-37.73,145.1,Low
Melbourne,2018-07-02,2018,7,1.66,0.3273384294649062,-37.73,145.1,Low
Melbourne,2018-07-03,2018,7,1.78,0.2566319444444444,-37.73,145.1,Low
Melbourne,2018-07-04,2018,7,1.46,0.21864583333333334,-37.73,145.1,Low
Melbourne,2018-07-05,2018,7,1.4,0.16294444444444445,-37.73,145.1,Low
Melbourne,2018-07-06,2018,7,1.6,0.2626458333333333,-37.73,145.1,Low
Melbourne,2018-07-07,2018,7,1.67,0.23013194444444443,-37.73,145.1,Low
Melbourne,2018-07-08,2018,7,1.82,0.19634722222222223,-37.73,145.1,Low
Melbourne,2018-07-09,2018,7,1.9,0.26463261021693496,-37.73,145.1,Low
Melbourne,2018-07-10,2018,7,1.74,0.2585138888888889,-37.73,145.1,Low
Melbourne,2018-07-11,2018,7,1.15,0.23277083333333334,-37.73,145.1,Low
Melbourne,2018-07-12,2018,7,1.52,0.22477083333333334,-37.73,145.1,Low
Melbourne,2018-07-13,2018,7,1.57,0.2547361111111111,-37.73,145.1,Low
Melbourne,2018-07-14,2018,7,2.02,0.38514583333333335,-37.73,145.1,Low
Melbourne,2018-07-15,2018,7,1.82,0.35322916666666665,-37.73,145.1,Low
Melbourne,2018-07-16,2018,7,1.39,0.18077083333333333,-37.73,145.1,Low
Melbourne,2018-07-17,2018,7,1.92,0.354625,-37.73,145.1,Low
Melbourne,2018-07-18,2018,7,1.85,0.38256249999999997,-37.73,145.1,Low
Melbourne,2018-07-19,2018,7,1.9,0.37955555555555553,-37.73,145.1,Low
Melbourne,2018-07-20,2018,7,1.56,0.22465972222222222,-37.73,145.1,Low
Melbourne,2018-07-21,2018,7,1.54,0.25627083333333334,-37.73,145.1,Low
Melbourne,2018-07-22,2018,7,2.0,0.41383333333333333,-37.73,145.1,Low
Melbourne,2018-07-23,2018,7,2.25,0.30225,-37.73,145.1,Low
Melbourne,2018-07-24,2018,7,1.87,0.25586805555555553,-37.73,145.1,Low
Melbourne,2018-07-25,2018,7,1.91,0.3381388888888889,-37.73,145.1,Low
Melbourne,2018-07-26,2018,7,1.8,0.3118611111111111,-37.73,145.1,Low
Melbourne,2018-07-27,2018,7,2.15,0.3856736111111111,-37.73,145.1,Low
Melbourne,2018-07-28,2018,7,2.09,0.3130625,-37.73,145.1,Low
Melbourne,2018-07-29,2018,7,2.19,0.33644444444444443,-37.73,145.1,Low
Melbourne,2018-07-30,2018,7,2.1,0.28446527777777775,-37.73,145.1,Low
Melbourne,2018-07-31,2018,7,2.23,0.3607847222222222,-37.73,145.1,Low
Melbourne,2018-08-01,2018,8,2.21,0.382375,-37.73,145.1,Low
Melbourne,2018-08-02,2018,8,2.4,0.48506944444444444,-37.73,145.1,Low
Melbourne,2018-08-03,2018,8,2.47,0.3136736111111111,-37.73,145.1,Low
Melbourne,2018-08-04,2018,8,2.24,0.307375,-37.73,145.1,Low
Melbourne,2018-08-05,2018,8,2.38,0.4736666666666667,-37.73,145.1,Low
Melbourne,2018-08-06,2018,8,2.36,0.34239583333333334,-37.73,145.1,Low
Melbourne,2018-08-07,2018,8,2.26,0.34134722222222225,-37.73,145.1,Low
Melbourne,2018-08-08,2018,8,2.49,0.35178596247394023,-37.73,145.1,Low
Melbourne,2018-08-09,2018,8,2.18,0.3885625,-37.73,145.1,Low
Melbourne,2018-08-10,2018,8,2.88,0.6036180555555556,-37.73,145.1,Low
Melbourne,2018-08-11,2018,8,2.38,0.25254166666666666,-37.73,145.1,Low
Melbourne,2018-08-12,2018,8,2.87,0.4443819444444444,-37.73,145.1,Low
Melbourne,2018-08-13,2018,8,2.74,0.35494444444444445,-37.73,145.1,Low
Melbourne,2018-08-14,2018,8,2.9,0.6298194444444445,-37.73,145.1,Low
Melbourne,2018-08-15,2018,8,3.12,0.5225763888888889,-37.73,145.1,Moderate
Melbourne,2018-08-16,2018,8,2.82,0.35091666666666665,-37.73,145.1,Low
Melbourne,2018-08-17,2018,8,2.92,0.532375,-37.73,145.1,Low
Melbourne,2018-08-18,2018,8,3.0,0.47094444444444444,-37.73,145.1,Moderate
Melbourne,2018-08-19,2018,8,2.55,0.3344375,-37.73,145.1,Low
Melbourne,2018-08-20,2018,8,2.72,0.2912578179291174,-37.73,145.1,Low
Melbourne,2018-08-21,2018,8,2.98,0.31877777777777777,-37.73,145.1,Low
Melbourne,2018-08-22,2018,8,2.51,0.38476388888888885,-37.73,145.1,Low
Melbourne,2018-08-23,2018,8,2.98,0.47429166666666667,-37.73,145.1,Low
Melbourne,2018-08-24,2018,8,2.98,0.637173611111111,-37.73,145.1,Low
Melbourne,2018-08-25,2018,8,3.14,0.6724305555555555,-37.73,145.1,Moderate
Melbourne,2018-08-26,2018,8,3.12,0.6314652777777777,-37.73,145.1,Moderate
Melbourne,2018-08-27,2018,8,3.3,0.49972916666666667,-37.73,145.1,Moderate
Melbourne,2018-08-28,2018,8,3.28,0.487625,-37.73,145.1,Moderate
Melbourne,2018-08-29,2018,8,3.23,0.7091736111111111,-37.73,145.1,Moderate
Melbourne,2018-08-30,2018,8,1.08,0.21729166666666666,-37.73,145.1,Low
Melbourne,2018-08-31,2018,8,3.01,0.2777291666666667,-37.73,145.1,Moderate
Melbourne,2018-09-01,2018,9,3.85,0.4127916666666666,-37.73,145.1,Moderate
Melbourne,2018-09-02,2018,9,3.89,0.4475,-37.73,145.1,Moderate
Melbourne,2018-09-03,2018,9,4.14,0.7799583333333334,-37.73,145.1,Moderate
Melbourne,2018-09-04,2018,9,4.09,0.8488402777777777,-37.73,145.1,Moderate
Melbourne,2018-09-05,2018,9,3.9,0.7227638888888889,-37.73,145.1,Moderate
Melbourne,2018-09-06,2018,9,3.82,0.6288402777777777,-37.73,145.1,Moderate
Melbourne,2018-09-07,2018,9,3.57,0.6478611111111111,-37.73,145.1,Moderate
Melbourne,2018-09-08,2018,9,4.12,0.8019444444444445,-37.73,145.1,Moderate
Melbourne,2018-09-09,2018,9,2.57,0.3650486111111111,-37.73,145.1,Low
Melbourne,2018-09-10,2018,9,1.6,0.36594444444444446,-37.73,145.1,Low
Melbourne,2018-09-11,2018,9,4.28,0.9614513888888889,-37.73,145.1,Moderate
Melbourne,2018-09-12,2018,9,4.35,0.7293611111111111,-37.73,145.1,Moderate
Melbourne,2018-09-13,2018,9,4.45,1.016576388888889,-37.73,145.1,Moderate
Melbourne,2018-09-14,2018,9,4.63,1.0558402777777778,-37.73,145.1,Moderate
Melbourne,2018-09-15,2018,9,5.04,0.5220347222222222,-37.73,145.1,Moderate
Melbourne,2018-09-16,2018,9,4.73,0.7302847222222222,-37.73,145.1,Moderate
Melbourne,2018-09-17,2018,9,4.9,1.0684166666666666,-37.73,145.1,Moderate
Melbourne,2018-09-18,2018,9,5.54,0.5998263888888888,-37.73,145.1,Moderate
Melbourne,2018-09-19,2018,9,4.6,0.7506805555555556,-37.73,145.1,Moderate
Melbourne,2018-09-20,2018,9,5.06,0.9677222222222223,-37.73,145.1,Moderate
Melbourne,2018-09-21,2018,9,5.42,0.9717638888888889,-37.73,145.1,Moderate
Melbourne,2018-09-22,2018,9,5.14,1.154111111111111,-37.73,145.1,Moderate
Melbourne,2018-09-23,2018,9,3.87,0.6210347222222222,-37.73,145.1,Moderate
Melbourne,2018-09-24,2018,9,5.16,0.9477916666666666,-37.73,145.1,Moderate
Melbourne,2018-09-25,2018,9,3.38,0.5893194444444444,-37.73,145.1,Moderate
Melbourne,2018-09-26,2018,9,4.89,1.1392222222222221,-37.73,145.1,Moderate
Melbourne,2018-09-27,2018,9,5.39,1.2736319444444444,-37.73,145.1,Moderate
Melbourne,2018-09-28,2018,9,4.51,0.5524513888888889,-37.73,145.1,Moderate
Melbourne,2018-09-29,2018,9,5.91,1.0136666666666667,-37.73,145.1,Moderate
Melbourne,2018-09-30,2018,9,6.05,0.9701875,-37.73,145.1,High
Melbourne,2018-10-01,2018,10,5.52,1.3035625000000002,-37.73,145.1,Moderate
Melbourne,2018-10-02,2018,10,6.14,0.8491597222222222,-37.73,145.1,High
Melbourne,2018-10-03,2018,10,3.88,0.6680277777777778,-37.73,145.1,Moderate
Melbourne,2018-10-04,2018,10,3.81,0.6157291666666667,-37.73,145.1,Moderate
Melbourne,2018-10-05,2018,10,5.98,1.3721736111111111,-37.73,145.1,Moderate
Melbourne,2018-10-06,2018,10,5.96,1.4425208333333333,-37.73,145.1,Moderate
Melbourne,2018-10-07,2018,10,5.97,1.2689166666666667,-37.73,145.1,Moderate
Melbourne,2018-10-08,2018,10,5.58,1.2491666666666665,-37.73,145.1,Moderate
Melbourne,2018-10-09,2018,10,2.32,0.3463402777777778,-37.73,145.1,Low
Melbourne,2018-10-10,2018,10,6.39,1.3430347222222223,-37.73,145.1,High
Melbourne,2018-10-11,2018,10,5.87,1.4272569444444445,-37.73,145.1,Moderate
Melbourne,2018-10-12,2018,10,6.09,1.4877291666666665,-37.73,145.1,High
Melbourne,2018-10-13,2018,10,6.0,1.417173611111111,-37.73,145.1,High
Melbourne,2018-10-14,2018,10,6.65,1.4144027777777777,-37.73,145.1,High
Melbourne,2018-10-15,2018,10,7.01,1.3159444444444444,-37.73,145.1,High
Melbourne,2018-10-16,2018,10,2.31,0.3286875,-37.73,145.1,Low
Melbourne,2018-10-17,2018,10,7.0,1.0823333333333334,-37.73,145.1,High
Melbourne,2018-10-18,2018,10,7.98,0.744013888888889,-37.73,145.1,High
Melbourne,2018-10-19,2018,10,7.56,1.5776736111111112,-37.73,145.1,High
Melbourne,2018-10-20,2018,10,6.59,0.6151180555555555,-37.73,145.1,High
Melbourne,2018-10-21,2018,10,7.67,1.4967847222222221,-37.73,145.1,High
Melbourne,2018-10-22,2018,10,6.87,1.6822013888888887,-37.73,145.1,High
Melbourne,2018-10-23,2018,10,6.92,1.055597222222222,-37.73,145.1,High
Melbourne,2018-10-24,2018,10,7.78,1.3979375,-37.73,145.1,High
Melbourne,2018-10-25,2018,10,6.86,1.5364444444444445,-37.73,145.1,High
Melbourne,2018-10-26,2018,10,7.66,1.535013888888889,-37.73,145.1,High
Melbourne,2018-10-27,2018,10,7.8,1.1649375,-37.73,145.1,High
Melbourne,2018-10-28,2018,10,7.29,1.7249583333333334,-37.73,145.1,High
Melbourne,2018-10-29,2018,10,7.26,1.7947986111111112,-37.73,145.1,High
Melbourne,2018-10-30,2018,10,8.16,1.682326388888889,-37.73,145.1,Very High
Melbourne,2018-10-31,2018,10,7.89,1.4088333333333334,-37.73,145.1,High
Melbourne,2018-11-01,2018,11,7.37,1.2736597222222221,-37.73,145.1,High
Melbourne,2018-11-02,2018,11,7.66,0.975923611111111,-37.73,145.1,High
Melbourne,2018-11-03,2018,11,8.25,1.452277777777778,-37.73,145.1,Very High
Melbourne,2018-11-04,2018,11,7.85,1.3264097222222222,-37.73,145.1,High
Melbourne,2018-11-05,2018,11,7.85,0.9080277777777778,-37.73,145.1,High
Melbourne,2018-11-06,2018,11,8.24,0.8503402777777778,-37.73,145.1,Very High
Melbourne,2018-11-07,2018,11,8.37,1.1811875,-37.73,145.1,Very High
Melbourne,2018-11-08,2018,11,8.26,1.3912361111111111,-37.73,145.1,Very High
Melbourne,2018-11-09,2018,11,6.25,0.9624791666666667,-37.73,145.1,High
Melbourne,2018-11-10,2018,11,8.96,1.7287152777777777,-37.73,145.1,Very High
Melbourne,2018-11-11,2018,11,8.11,2.106069444444444,-37.73,145.1,Very High
Melbourne,2018-11-12,2018,11,7.84,1.4298194444444445,-37.73,145.1,High
Melbourne,2018-11-13,2018,11,9.15,1.3907430555555556,-37.73,145.1,Very High
Melbourne,2018-11-14,2018,11,4.59,0.6070625,-37.73,145.1,Moderate
Melbourne,2018-11-15,2018,11,9.51,1.6688958333333335,-37.73,145.1,Very High
Melbourne,2018-11-16,2018,11,8.41,2.1843125,-37.73,145.1,Very High
Melbourne,2018-11-17,2018,11,8.66,2.2776111111111113,-37.73,145.1,Very High
Melbourne,2018-11-18,2018,11,8.76,2.299923611111111,-37.73,145.1,Very High
Melbourne,2018-11-19,2018,11,9.54,2.177951388888889,-37.73,145.1,Very High
